CheckingStatus,LoanDuration,CreditHistory,LoanPurpose,LoanAmount,ExistingSavings,EmploymentDuration,InstallmentPercent,Sex,OthersOnLoan,CurrentResidenceDuration,OwnsProperty,Age,InstallmentPlans,Housing,ExistingCreditsCount,Job,Dependents,Telephone,ForeignWorker,Risk
0_to_200,28,outstanding_credit,car_used,3720,greater_1000,greater_7,4,female,none,4,car_other,38,none,own,2,skilled,1,none,no,Risk
less_0,8,all_credits_paid_back,education,2528,less_100,1_to_4,2,female,none,2,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
0_to_200,4,credits_paid_to_date,vacation,2685,less_100,4_to_7,2,female,co-applicant,3,car_other,42,none,own,1,skilled,1,none,yes,No Risk
0_to_200,20,credits_paid_to_date,furniture,4026,500_to_1000,less_1,3,male,none,2,car_other,36,none,own,1,skilled,1,none,yes,No Risk
greater_200,31,prior_payments_delayed,education,1286,100_to_500,1_to_4,3,female,none,3,real_estate,35,none,own,1,skilled,1,none,yes,Risk
0_to_200,14,credits_paid_to_date,car_new,2055,less_100,4_to_7,3,male,none,2,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
less_0,5,prior_payments_delayed,furniture,1993,less_100,less_1,2,female,none,3,savings_insurance,33,none,own,1,skilled,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,radio_tv,5015,100_to_500,1_to_4,3,male,none,4,car_other,45,stores,own,1,unskilled,1,yes,yes,Risk
less_0,4,credits_paid_to_date,car_new,250,less_100,1_to_4,2,female,none,1,savings_insurance,40,none,own,1,skilled,1,none,yes,No Risk
0_to_200,25,prior_payments_delayed,radio_tv,3420,500_to_1000,greater_7,2,female,none,3,car_other,45,none,own,2,skilled,1,yes,yes,Risk
0_to_200,4,all_credits_paid_back,car_new,1704,less_100,1_to_4,3,female,none,2,car_other,19,none,own,1,skilled,1,none,yes,No Risk
no_checking,43,prior_payments_delayed,repairs,5775,500_to_1000,greater_7,5,male,co-applicant,3,unknown,47,none,free,3,skilled,2,yes,yes,Risk
0_to_200,14,credits_paid_to_date,furniture,6349,less_100,4_to_7,3,male,none,2,savings_insurance,35,stores,own,1,unskilled,2,none,yes,No Risk
less_0,9,all_credits_paid_back,car_new,250,100_to_500,1_to_4,2,female,none,1,savings_insurance,24,none,rent,1,skilled,2,yes,yes,No Risk
less_0,16,prior_payments_delayed,retraining,1820,500_to_1000,greater_7,4,female,none,3,car_other,22,stores,rent,1,skilled,2,none,yes,No Risk
no_checking,45,prior_payments_delayed,appliances,6038,500_to_1000,4_to_7,4,male,guarantor,5,unknown,58,none,free,2,skilled,2,yes,yes,Risk
less_0,17,credits_paid_to_date,furniture,1195,less_100,less_1,3,female,none,3,real_estate,36,none,own,1,skilled,1,none,yes,No Risk
greater_200,29,outstanding_credit,radio_tv,6198,500_to_1000,1_to_4,4,female,guarantor,5,car_other,50,none,free,1,skilled,1,yes,yes,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,24,bank,rent,1,unskilled,1,none,yes,No Risk
no_checking,37,outstanding_credit,appliances,5703,greater_1000,greater_7,5,male,co-applicant,4,unknown,47,none,free,2,skilled,1,yes,yes,Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,1_to_4,2,female,none,2,real_estate,29,none,own,1,skilled,1,yes,yes,No Risk
less_0,10,all_credits_paid_back,car_used,1349,100_to_500,less_1,2,female,none,1,car_other,36,stores,rent,1,unskilled,2,none,yes,No Risk
no_checking,33,outstanding_credit,appliances,7941,500_to_1000,4_to_7,5,male,co-applicant,4,unknown,36,none,free,2,skilled,1,yes,yes,Risk
less_0,8,all_credits_paid_back,car_new,250,less_100,unemployed,2,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,20,credits_paid_to_date,retraining,3282,100_to_500,1_to_4,4,female,none,4,savings_insurance,42,none,own,2,skilled,1,none,yes,No Risk
no_checking,28,outstanding_credit,other,5653,greater_1000,4_to_7,4,female,none,4,unknown,55,none,own,2,skilled,2,yes,yes,Risk
less_0,7,all_credits_paid_back,car_used,250,less_100,1_to_4,1,male,none,2,real_estate,23,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,19,prior_payments_delayed,radio_tv,4312,greater_1000,1_to_4,2,male,none,3,car_other,38,none,own,2,skilled,1,none,yes,No Risk
0_to_200,30,credits_paid_to_date,retraining,2668,less_100,less_1,2,female,none,3,savings_insurance,20,none,own,1,skilled,1,none,yes,No Risk
greater_200,28,prior_payments_delayed,furniture,3416,100_to_500,1_to_4,3,male,none,4,car_other,34,none,rent,1,skilled,1,none,yes,Risk
less_0,17,prior_payments_delayed,car_new,250,100_to_500,1_to_4,2,female,none,2,real_estate,34,stores,rent,1,skilled,1,none,yes,No Risk
0_to_200,25,credits_paid_to_date,furniture,3716,100_to_500,1_to_4,3,male,none,3,savings_insurance,33,none,own,2,skilled,1,yes,yes,No Risk
no_checking,26,outstanding_credit,furniture,2180,500_to_1000,greater_7,4,male,co-applicant,5,car_other,65,none,free,2,skilled,1,yes,yes,Risk
no_checking,29,prior_payments_delayed,appliances,7499,100_to_500,1_to_4,3,male,none,4,savings_insurance,38,none,own,2,management_self-employed,1,none,yes,No Risk
0_to_200,4,no_credits,car_new,451,less_100,unemployed,2,female,none,3,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,14,all_credits_paid_back,car_new,3364,100_to_500,less_1,1,female,none,2,car_other,29,stores,own,1,unskilled,2,none,yes,Risk
less_0,4,credits_paid_to_date,car_used,250,less_100,less_1,1,female,none,1,savings_insurance,19,stores,rent,1,skilled,1,none,yes,No Risk
less_0,15,all_credits_paid_back,car_used,597,less_100,1_to_4,2,male,none,1,savings_insurance,36,bank,own,1,unskilled,1,yes,yes,No Risk
no_checking,24,outstanding_credit,car_used,4793,greater_1000,4_to_7,3,male,none,4,savings_insurance,38,none,own,2,skilled,1,none,yes,Risk
no_checking,28,prior_payments_delayed,car_used,4155,unknown,greater_7,3,female,none,3,unknown,43,none,own,2,skilled,1,yes,yes,Risk
no_checking,28,prior_payments_delayed,appliances,5145,100_to_500,greater_7,3,female,guarantor,4,car_other,54,none,free,2,skilled,1,yes,yes,Risk
less_0,18,prior_payments_delayed,retraining,3270,less_100,1_to_4,3,female,none,2,car_other,38,none,rent,1,skilled,1,none,yes,No Risk
less_0,13,credits_paid_to_date,car_used,3068,less_100,unemployed,2,female,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,26,credits_paid_to_date,radio_tv,6158,less_100,4_to_7,4,male,none,4,car_other,51,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,15,credits_paid_to_date,car_used,250,less_100,1_to_4,1,female,none,2,savings_insurance,35,bank,rent,1,unemployed,1,yes,yes,Risk
0_to_200,13,credits_paid_to_date,car_new,1084,500_to_1000,4_to_7,3,female,none,2,car_other,39,none,rent,2,unskilled,1,none,yes,Risk
0_to_200,4,prior_payments_delayed,car_used,250,less_100,less_1,2,female,none,2,savings_insurance,48,bank,rent,1,unskilled,1,none,yes,No Risk
0_to_200,20,credits_paid_to_date,car_new,3413,less_100,4_to_7,4,male,none,4,savings_insurance,35,none,own,1,skilled,1,yes,yes,No Risk
0_to_200,18,credits_paid_to_date,furniture,3182,500_to_1000,less_1,3,female,none,3,real_estate,25,bank,rent,1,unskilled,1,none,yes,No Risk
0_to_200,27,prior_payments_delayed,car_used,2513,100_to_500,greater_7,4,male,none,3,savings_insurance,32,none,own,2,skilled,1,yes,yes,Risk
no_checking,8,prior_payments_delayed,radio_tv,2057,100_to_500,1_to_4,2,male,none,3,car_other,35,stores,own,1,unskilled,1,none,yes,Risk
less_0,22,credits_paid_to_date,vacation,2627,less_100,1_to_4,3,female,none,1,car_other,34,bank,rent,1,unemployed,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_new,4853,less_100,less_1,1,female,none,2,savings_insurance,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,10,all_credits_paid_back,car_new,1601,less_100,less_1,1,male,none,2,savings_insurance,27,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,13,credits_paid_to_date,furniture,4409,less_100,less_1,2,female,co-applicant,2,real_estate,32,none,own,1,skilled,1,none,yes,No Risk
no_checking,38,prior_payments_delayed,repairs,6061,unknown,4_to_7,4,male,none,4,unknown,46,bank,own,2,unemployed,2,yes,yes,No Risk
0_to_200,16,prior_payments_delayed,retraining,1062,greater_1000,1_to_4,2,male,none,3,car_other,29,bank,rent,1,unemployed,1,yes,yes,No Risk
less_0,17,no_credits,vacation,1970,100_to_500,1_to_4,3,female,none,2,savings_insurance,36,bank,rent,1,unemployed,1,none,yes,No Risk
less_0,21,credits_paid_to_date,furniture,3417,less_100,1_to_4,2,male,none,2,car_other,23,stores,own,1,skilled,1,none,yes,No Risk
no_checking,39,outstanding_credit,furniture,6162,500_to_1000,4_to_7,4,male,co-applicant,3,car_other,46,none,free,2,skilled,1,yes,yes,Risk
0_to_200,13,credits_paid_to_date,car_new,1145,less_100,less_1,3,female,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
0_to_200,23,outstanding_credit,appliances,3706,100_to_500,greater_7,4,male,none,4,savings_insurance,37,none,own,2,skilled,1,none,yes,Risk
no_checking,10,credits_paid_to_date,furniture,583,greater_1000,1_to_4,3,female,none,4,real_estate,38,none,own,1,skilled,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,appliances,6680,100_to_500,greater_7,5,male,none,4,unknown,44,none,free,2,management_self-employed,2,yes,yes,Risk
0_to_200,27,credits_paid_to_date,furniture,361,100_to_500,4_to_7,2,male,none,2,car_other,34,stores,own,1,skilled,1,yes,yes,No Risk
0_to_200,27,credits_paid_to_date,radio_tv,3411,less_100,less_1,3,male,none,3,car_other,32,none,own,1,skilled,1,none,yes,No Risk
no_checking,22,outstanding_credit,car_used,4668,500_to_1000,1_to_4,2,male,none,3,car_other,43,bank,rent,1,unskilled,1,yes,yes,No Risk
no_checking,32,prior_payments_delayed,furniture,9016,100_to_500,1_to_4,4,male,co-applicant,5,unknown,46,none,free,2,management_self-employed,1,yes,yes,No Risk
0_to_200,31,outstanding_credit,repairs,4681,unknown,greater_7,3,female,none,4,unknown,48,stores,own,2,skilled,1,yes,yes,Risk
less_0,20,credits_paid_to_date,furniture,1944,100_to_500,1_to_4,2,female,co-applicant,1,savings_insurance,37,bank,own,1,unemployed,1,yes,yes,No Risk
0_to_200,22,all_credits_paid_back,car_new,250,500_to_1000,4_to_7,3,male,none,2,savings_insurance,31,none,own,1,skilled,1,none,yes,No Risk
no_checking,33,prior_payments_delayed,furniture,4553,unknown,4_to_7,4,female,none,4,savings_insurance,49,none,own,2,skilled,1,none,yes,Risk
0_to_200,4,all_credits_paid_back,car_used,250,less_100,1_to_4,2,female,none,2,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
less_0,25,prior_payments_delayed,car_used,1242,100_to_500,1_to_4,2,male,none,3,savings_insurance,28,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,25,prior_payments_delayed,radio_tv,4056,100_to_500,1_to_4,4,male,none,2,real_estate,28,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,38,prior_payments_delayed,furniture,5804,500_to_1000,greater_7,3,male,co-applicant,5,unknown,46,none,own,2,skilled,1,yes,yes,Risk
greater_200,16,outstanding_credit,radio_tv,2832,greater_1000,4_to_7,4,male,none,3,car_other,33,none,own,1,skilled,1,none,yes,No Risk
no_checking,39,prior_payments_delayed,furniture,5628,500_to_1000,1_to_4,4,male,none,3,savings_insurance,38,none,own,1,skilled,1,none,yes,No Risk
less_0,7,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
less_0,37,credits_paid_to_date,appliances,4893,greater_1000,1_to_4,3,male,none,3,savings_insurance,30,none,rent,2,skilled,1,none,yes,No Risk
no_checking,14,outstanding_credit,car_used,1286,100_to_500,1_to_4,3,female,co-applicant,4,savings_insurance,46,bank,own,1,unskilled,2,yes,no,Risk
0_to_200,16,credits_paid_to_date,car_new,2440,500_to_1000,1_to_4,3,male,none,2,car_other,41,none,own,1,skilled,1,none,yes,No Risk
0_to_200,22,prior_payments_delayed,car_new,3412,less_100,1_to_4,2,male,none,1,savings_insurance,29,none,free,1,skilled,1,none,yes,Risk
less_0,15,credits_paid_to_date,car_used,946,500_to_1000,1_to_4,2,male,none,3,car_other,26,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,17,credits_paid_to_date,car_used,250,500_to_1000,1_to_4,2,male,none,1,savings_insurance,28,none,rent,1,skilled,1,none,yes,No Risk
no_checking,27,prior_payments_delayed,car_used,6906,100_to_500,1_to_4,4,female,none,4,car_other,42,none,own,2,skilled,1,none,yes,No Risk
no_checking,21,credits_paid_to_date,car_used,3614,less_100,less_1,3,male,none,4,savings_insurance,35,none,own,2,management_self-employed,1,yes,yes,No Risk
no_checking,45,outstanding_credit,vacation,9759,500_to_1000,greater_7,5,male,co-applicant,3,car_other,48,none,free,2,skilled,2,yes,yes,Risk
greater_200,29,prior_payments_delayed,radio_tv,2871,100_to_500,4_to_7,4,male,co-applicant,4,real_estate,31,bank,own,1,unskilled,1,yes,yes,Risk
less_0,21,prior_payments_delayed,radio_tv,2105,500_to_1000,1_to_4,3,female,none,3,car_other,33,stores,own,2,skilled,1,none,yes,No Risk
less_0,10,all_credits_paid_back,car_new,1078,less_100,1_to_4,1,female,none,2,real_estate,21,stores,own,1,skilled,1,none,yes,No Risk
no_checking,31,prior_payments_delayed,car_used,6099,100_to_500,4_to_7,4,female,none,4,car_other,39,none,own,2,management_self-employed,1,yes,yes,Risk
less_0,11,credits_paid_to_date,car_used,250,less_100,unemployed,1,female,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,32,prior_payments_delayed,appliances,6064,100_to_500,4_to_7,3,female,none,4,unknown,43,none,own,2,skilled,1,yes,yes,Risk
0_to_200,10,credits_paid_to_date,vacation,2325,less_100,unemployed,3,female,none,3,savings_insurance,22,bank,rent,1,unskilled,1,none,yes,No Risk
0_to_200,16,credits_paid_to_date,furniture,3008,100_to_500,4_to_7,2,male,none,3,savings_insurance,30,bank,own,1,unskilled,2,none,yes,No Risk
no_checking,19,outstanding_credit,appliances,1939,500_to_1000,1_to_4,3,male,none,2,savings_insurance,31,none,free,1,skilled,1,yes,yes,No Risk
no_checking,26,prior_payments_delayed,furniture,6122,100_to_500,greater_7,3,male,co-applicant,2,unknown,50,none,free,2,skilled,1,yes,yes,Risk
no_checking,14,credits_paid_to_date,furniture,1810,100_to_500,4_to_7,3,male,none,4,savings_insurance,39,none,own,2,skilled,1,yes,yes,Risk
less_0,10,all_credits_paid_back,car_used,250,100_to_500,less_1,1,female,none,2,savings_insurance,27,stores,own,3,unskilled,2,yes,yes,No Risk
no_checking,15,credits_paid_to_date,car_new,1530,100_to_500,1_to_4,3,male,none,4,real_estate,26,none,own,1,skilled,1,none,yes,No Risk
0_to_200,20,credits_paid_to_date,repairs,2654,500_to_1000,less_1,2,male,none,3,savings_insurance,26,none,own,1,skilled,2,none,yes,No Risk
no_checking,25,prior_payments_delayed,car_used,1773,500_to_1000,greater_7,4,female,none,4,savings_insurance,45,none,own,1,skilled,1,yes,yes,Risk
no_checking,24,prior_payments_delayed,radio_tv,4604,100_to_500,4_to_7,4,male,none,3,car_other,54,none,own,2,skilled,1,yes,yes,No Risk
less_0,6,no_credits,car_new,250,less_100,unemployed,2,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,13,all_credits_paid_back,furniture,815,less_100,unemployed,2,male,none,1,real_estate,19,none,own,1,management_self-employed,1,none,yes,No Risk
no_checking,16,credits_paid_to_date,car_used,3982,100_to_500,1_to_4,4,male,none,3,car_other,38,none,own,2,management_self-employed,1,none,yes,No Risk
no_checking,24,prior_payments_delayed,radio_tv,6520,100_to_500,greater_7,5,male,none,5,car_other,45,none,free,3,management_self-employed,2,yes,yes,Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
less_0,24,credits_paid_to_date,car_new,501,500_to_1000,4_to_7,3,female,none,1,savings_insurance,26,stores,own,2,unskilled,2,yes,yes,No Risk
less_0,7,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,34,credits_paid_to_date,appliances,4957,greater_1000,1_to_4,4,female,guarantor,2,real_estate,41,none,own,1,skilled,1,none,yes,No Risk
no_checking,34,outstanding_credit,appliances,2561,unknown,4_to_7,3,male,none,4,savings_insurance,42,bank,own,2,unskilled,2,yes,yes,No Risk
no_checking,30,prior_payments_delayed,appliances,7420,500_to_1000,1_to_4,4,female,none,2,car_other,44,bank,own,2,unskilled,1,none,yes,No Risk
no_checking,30,outstanding_credit,appliances,3319,greater_1000,greater_7,4,female,none,3,unknown,33,none,own,1,skilled,2,yes,yes,Risk
less_0,8,all_credits_paid_back,car_used,1895,less_100,less_1,2,female,none,2,real_estate,39,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,22,credits_paid_to_date,radio_tv,4353,less_100,4_to_7,4,male,guarantor,4,car_other,45,none,free,2,skilled,2,yes,yes,Risk
less_0,9,all_credits_paid_back,education,481,less_100,less_1,2,male,none,3,savings_insurance,25,none,rent,1,management_self-employed,1,none,yes,No Risk
less_0,4,all_credits_paid_back,car_used,432,less_100,less_1,1,male,none,2,real_estate,19,stores,rent,1,skilled,1,none,yes,No Risk
no_checking,27,prior_payments_delayed,appliances,5926,unknown,4_to_7,3,male,none,3,unknown,44,bank,own,2,unskilled,2,yes,yes,No Risk
less_0,19,credits_paid_to_date,furniture,250,500_to_1000,1_to_4,2,female,none,2,car_other,32,stores,rent,2,unskilled,1,none,yes,No Risk
no_checking,46,outstanding_credit,retraining,7876,500_to_1000,4_to_7,5,male,co-applicant,5,unknown,49,none,free,2,management_self-employed,2,yes,yes,Risk
no_checking,31,outstanding_credit,radio_tv,2523,500_to_1000,greater_7,4,female,none,3,unknown,38,none,own,1,skilled,1,yes,yes,Risk
no_checking,30,outstanding_credit,radio_tv,9647,500_to_1000,greater_7,5,male,co-applicant,4,unknown,58,none,free,2,skilled,1,yes,yes,Risk
less_0,29,credits_paid_to_date,furniture,2343,less_100,1_to_4,2,male,none,3,car_other,33,stores,own,1,skilled,1,yes,yes,Risk
less_0,14,prior_payments_delayed,furniture,1072,less_100,1_to_4,1,male,none,3,savings_insurance,32,stores,own,1,skilled,1,none,yes,No Risk
greater_200,26,outstanding_credit,repairs,5940,greater_1000,1_to_4,4,male,none,4,unknown,25,stores,own,1,unskilled,1,none,yes,No Risk
no_checking,33,outstanding_credit,furniture,6465,unknown,greater_7,4,female,guarantor,5,unknown,66,none,free,2,unskilled,1,yes,yes,Risk
less_0,22,credits_paid_to_date,appliances,2448,less_100,4_to_7,3,female,none,3,savings_insurance,36,none,own,1,skilled,1,none,yes,No Risk
no_checking,31,prior_payments_delayed,radio_tv,6714,100_to_500,greater_7,4,male,co-applicant,5,savings_insurance,51,none,own,2,management_self-employed,1,yes,yes,Risk
greater_200,13,credits_paid_to_date,car_new,250,greater_1000,1_to_4,2,male,none,3,real_estate,19,none,own,1,skilled,1,none,yes,No Risk
greater_200,27,credits_paid_to_date,car_new,4972,greater_1000,4_to_7,4,male,none,4,unknown,36,none,own,2,skilled,1,none,yes,No Risk
less_0,14,all_credits_paid_back,car_new,250,500_to_1000,less_1,2,male,none,2,savings_insurance,24,stores,own,1,skilled,1,none,yes,No Risk
no_checking,26,outstanding_credit,appliances,5556,greater_1000,greater_7,5,male,none,3,car_other,58,none,own,2,skilled,2,yes,yes,Risk
no_checking,40,prior_payments_delayed,appliances,6728,500_to_1000,4_to_7,5,male,none,4,car_other,33,none,own,2,management_self-employed,2,yes,yes,No Risk
no_checking,39,credits_paid_to_date,business,6676,100_to_500,less_1,4,male,co-applicant,3,car_other,38,none,free,2,skilled,1,yes,yes,No Risk
0_to_200,16,credits_paid_to_date,car_used,517,less_100,1_to_4,3,female,none,1,savings_insurance,27,none,rent,1,skilled,1,none,no,No Risk
no_checking,35,prior_payments_delayed,vacation,5059,unknown,greater_7,4,male,none,4,savings_insurance,43,none,free,2,skilled,1,yes,yes,No Risk
no_checking,20,credits_paid_to_date,education,4071,100_to_500,1_to_4,4,male,none,3,car_other,45,none,own,2,skilled,1,none,yes,No Risk
0_to_200,42,outstanding_credit,radio_tv,6983,500_to_1000,greater_7,5,male,co-applicant,3,unknown,42,stores,own,2,unskilled,1,yes,yes,Risk
no_checking,30,outstanding_credit,repairs,3671,500_to_1000,greater_7,5,male,none,4,car_other,52,none,own,1,skilled,1,yes,yes,Risk
0_to_200,16,no_credits,car_new,2205,less_100,less_1,2,female,none,3,savings_insurance,41,none,own,1,skilled,1,none,yes,No Risk
no_checking,14,outstanding_credit,retraining,8243,greater_1000,1_to_4,4,male,none,5,unknown,44,none,own,2,management_self-employed,2,yes,yes,Risk
no_checking,29,prior_payments_delayed,education,6693,500_to_1000,4_to_7,4,male,none,5,car_other,47,none,own,2,management_self-employed,1,yes,yes,No Risk
0_to_200,4,all_credits_paid_back,car_new,250,less_100,less_1,1,female,none,3,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
less_0,14,prior_payments_delayed,radio_tv,1802,less_100,unemployed,1,female,none,1,savings_insurance,37,stores,own,1,skilled,1,yes,yes,No Risk
no_checking,31,prior_payments_delayed,radio_tv,3555,500_to_1000,1_to_4,3,male,none,4,car_other,32,stores,own,2,unskilled,1,yes,yes,No Risk
0_to_200,23,prior_payments_delayed,car_used,5851,less_100,1_to_4,4,female,none,3,unknown,47,none,own,2,skilled,1,none,yes,No Risk
no_checking,22,outstanding_credit,furniture,2634,unknown,4_to_7,3,female,none,4,unknown,43,none,own,2,skilled,2,yes,yes,Risk
no_checking,37,credits_paid_to_date,furniture,5433,500_to_1000,4_to_7,3,male,none,3,savings_insurance,39,none,own,2,skilled,1,yes,yes,Risk
no_checking,32,prior_payments_delayed,vacation,5743,100_to_500,less_1,4,male,none,3,savings_insurance,29,none,own,1,management_self-employed,1,none,yes,No Risk
greater_200,30,prior_payments_delayed,furniture,4708,100_to_500,1_to_4,4,male,none,3,car_other,41,none,free,2,skilled,1,yes,yes,Risk
no_checking,27,prior_payments_delayed,car_used,1938,100_to_500,1_to_4,3,male,none,4,savings_insurance,40,none,own,2,management_self-employed,1,none,yes,No Risk
0_to_200,42,all_credits_paid_back,radio_tv,3039,500_to_1000,4_to_7,4,female,co-applicant,4,car_other,39,bank,free,2,unemployed,1,yes,yes,Risk
no_checking,8,prior_payments_delayed,car_new,1233,greater_1000,1_to_4,3,male,none,3,savings_insurance,24,none,own,2,skilled,1,yes,yes,No Risk
less_0,21,prior_payments_delayed,retraining,4027,greater_1000,4_to_7,4,male,none,1,savings_insurance,35,none,own,3,skilled,1,yes,yes,No Risk
0_to_200,21,credits_paid_to_date,radio_tv,1988,100_to_500,4_to_7,3,male,none,3,real_estate,43,stores,rent,1,skilled,1,yes,yes,No Risk
no_checking,26,prior_payments_delayed,car_used,6473,100_to_500,1_to_4,4,male,none,3,car_other,43,none,own,2,management_self-employed,1,none,yes,No Risk
greater_200,31,prior_payments_delayed,business,3543,100_to_500,4_to_7,3,female,none,3,savings_insurance,35,stores,own,1,skilled,1,none,yes,Risk
no_checking,31,prior_payments_delayed,vacation,6117,100_to_500,less_1,4,male,none,3,savings_insurance,35,none,own,2,management_self-employed,1,none,yes,Risk
0_to_200,6,all_credits_paid_back,car_used,250,less_100,less_1,2,male,none,1,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
no_checking,29,outstanding_credit,other,6558,greater_1000,greater_7,5,female,none,3,car_other,57,none,free,2,skilled,1,none,yes,No Risk
greater_200,24,outstanding_credit,appliances,4193,100_to_500,4_to_7,3,male,none,2,unknown,36,none,own,2,skilled,1,yes,yes,No Risk
0_to_200,22,credits_paid_to_date,retraining,3122,less_100,less_1,3,female,none,3,real_estate,31,none,own,1,skilled,1,none,yes,No Risk
0_to_200,16,credits_paid_to_date,car_used,3806,less_100,1_to_4,2,female,none,1,savings_insurance,36,stores,free,1,skilled,1,none,yes,Risk
less_0,20,credits_paid_to_date,furniture,5682,less_100,less_1,2,female,none,2,savings_insurance,30,none,rent,2,skilled,1,none,yes,No Risk
no_checking,36,outstanding_credit,furniture,7339,unknown,greater_7,5,male,co-applicant,5,unknown,52,none,free,3,skilled,2,yes,yes,Risk
0_to_200,26,credits_paid_to_date,radio_tv,3346,greater_1000,4_to_7,4,male,none,4,unknown,35,none,rent,1,skilled,2,yes,yes,Risk
greater_200,28,outstanding_credit,business,3487,unknown,greater_7,4,female,none,3,unknown,48,none,own,2,skilled,1,none,yes,Risk
less_0,8,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,1,real_estate,20,none,rent,1,skilled,1,none,yes,No Risk
no_checking,21,credits_paid_to_date,car_new,3863,100_to_500,1_to_4,4,male,none,4,savings_insurance,38,none,own,1,management_self-employed,1,none,yes,Risk
no_checking,28,outstanding_credit,appliances,6510,500_to_1000,4_to_7,4,male,guarantor,4,unknown,59,stores,own,1,unskilled,1,yes,yes,No Risk
less_0,4,all_credits_paid_back,education,250,less_100,unemployed,1,female,none,1,real_estate,33,bank,rent,1,unskilled,1,none,yes,No Risk
less_0,11,prior_payments_delayed,furniture,1535,500_to_1000,1_to_4,3,female,none,3,car_other,34,none,rent,1,skilled,1,none,yes,No Risk
0_to_200,22,credits_paid_to_date,car_used,499,less_100,1_to_4,3,male,none,1,savings_insurance,19,none,own,1,skilled,1,none,yes,No Risk
no_checking,24,prior_payments_delayed,furniture,6086,100_to_500,greater_7,4,male,none,3,savings_insurance,50,none,own,1,skilled,1,none,yes,No Risk
no_checking,30,prior_payments_delayed,radio_tv,1960,500_to_1000,4_to_7,4,female,co-applicant,4,real_estate,37,none,own,1,skilled,1,none,yes,Risk
less_0,20,credits_paid_to_date,furniture,4264,less_100,less_1,2,male,none,2,car_other,25,none,own,1,skilled,1,none,yes,No Risk
no_checking,13,prior_payments_delayed,radio_tv,7020,100_to_500,1_to_4,3,male,co-applicant,2,unknown,45,stores,own,1,unskilled,1,yes,yes,No Risk
no_checking,32,outstanding_credit,repairs,5959,500_to_1000,greater_7,5,male,co-applicant,4,car_other,45,none,free,2,management_self-employed,1,yes,yes,Risk
no_checking,25,all_credits_paid_back,retraining,3394,less_100,4_to_7,4,male,none,2,real_estate,40,none,own,1,management_self-employed,1,yes,yes,No Risk
no_checking,42,outstanding_credit,appliances,7023,greater_1000,greater_7,5,male,co-applicant,5,unknown,50,stores,own,2,unskilled,2,yes,yes,Risk
greater_200,30,outstanding_credit,radio_tv,5786,500_to_1000,greater_7,5,female,none,4,unknown,37,none,own,2,skilled,1,yes,yes,Risk
no_checking,25,credits_paid_to_date,business,7487,greater_1000,4_to_7,4,female,none,2,savings_insurance,54,none,own,3,skilled,2,yes,yes,No Risk
less_0,4,all_credits_paid_back,car_new,250,less_100,unemployed,1,male,none,2,real_estate,19,none,rent,1,skilled,1,none,yes,No Risk
less_0,32,outstanding_credit,radio_tv,2593,100_to_500,greater_7,4,male,none,2,savings_insurance,34,bank,own,2,unemployed,1,yes,yes,No Risk
less_0,4,credits_paid_to_date,car_new,3543,less_100,1_to_4,2,male,none,3,savings_insurance,24,none,rent,1,skilled,1,none,yes,No Risk
no_checking,41,prior_payments_delayed,business,9010,500_to_1000,1_to_4,5,male,none,5,unknown,38,none,own,2,management_self-employed,2,yes,yes,No Risk
